ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija 
"IVANČNA GORICA, IV. - BLIŽINA VEL. GABRA",Prodaja,Hiša,Samostojna,2012,1104.0,120.0,149000.0,Zasebna ponudba
"IVANČNA GORICA, IVANCNA STICNA",Prodaja,Stanovanje,štiriinpolsobno,2019,,73.0,219000.0,Zasebna ponudba
"IVANČNA GORICA, MALO HUDO",Prodaja,Poslovni prostor,Večji poslovni kompleks,1998,2150.0,1078.0,840000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, MULJAVA",Prodaja,Hiša,Dvojček,2010,303.0,203.6,135000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, NEPOSREDNA OKOLICA",Prodaja,Hiša,Samostojna,2019,440.0,120.0,163000.0,Rojal invest d.o.o.
"IVANČNA GORICA, OB GLAVNI CESTI",Prodaja,Hiša,Samostojna,1900,1000.0,1000.0,120000.0,Zasebna ponudba
"IVANČNA GORICA, OKOLICA",Prodaja,Hiša,Samostojna,2019,550.0,116.35,169000.0,Roni nepremičnine d.o.o.
"IVANČNA GORICA, OKOLICA",Prodaja,Hiša,Samostojna,2019,502.0,125.0,180000.0,Roni nepremičnine d.o.o.
"IVANČNA GORICA, OKOLICA",Prodaja,Hiša,Samostojna,2019,439.0,125.1,163000.0,Roni nepremičnine d.o.o.
"IVANČNA GORICA, OKOLICA",Prodaja,Hiša,Samostojna,2019,689.0,125.1,180000.0,Roni nepremičnine d.o.o.
"IVANČNA GORICA, PRIMSKOVO, GRADIŠČE 7 D",Prodaja,Vikend,Lesen,1995,1200.0,24.0,50000.0,Zasebna ponudba
"IVANČNA GORICA, STIČNA",Prodaja,Hiša,Samostojna,2018,1320.0,261.0,394000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, STUDENEC",Prodaja,Stanovanje,enoinpolsobno,2008,,43.5,98000.0,APOLONIJ nepremičnine d.o.o.
"IVANČNA GORICA, ŠENTVID PRI STIČNI",Prodaja,Hiša,Vrstna,2019,199.0,139.75,130000.0,"Frutina, d.o.o., Ljubljana"
"IVANČNA GORICA, ŠENTVID PRI STIČNI",Prodaja,Hiša,Vrstna,2019,121.0,139.75,125000.0,"Frutina, d.o.o., Ljubljana"
"IVANČNA GORICA, ŠENTVID PRI STIČNI",Prodaja,Hiša,Samostojna,2015,3818.0,162.0,185000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, ŠENTVID PRI STIČNI",Prodaja,Poslovni prostor,Neživilska trgovina,1970,,210.0,129000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, ŠENTVID PRI STIČNI",Prodaja,Poslovni prostor,Večji poslovni kompleks,1980,7000.0,830.0,950000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, TEMENICA, DEBELI HRIB",Prodaja,Vikend,Bivalen,1985,1190.0,90.0,65000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, TRNOVICA",Prodaja,Vikend,Bivalen,1997,714.0,71.4,98000.0,MKA nepremičnine d.o.o.
"IVANČNA GORICA, VELIKI GABER",Prodaja,Hiša,Samostojna,2018,426.0,160.0,173000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, VIR PRI STIČNI",Prodaja,Hiša,Samostojna,1972,440.0,150.0,185000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, VIR PRI STIČNI",Prodaja,Hiša,Samostojna,1999,827.0,263.0,340000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, VIŠNJA GORA",Prodaja,Hiša,Samostojna,2002,500.0,92.1,220000.0,Mernet d.o.o.
"IVANČNA GORICA, ZAGRADEC",Prodaja,Hiša,Samostojna,1985,4640.0,130.0,163000.0,"Ažur Trading, d.o.o."
"IVANČNA GORICA, ZAGRADEC",Prodaja,Hiša,Samostojna,2012,350.0,180.0,98000.0,"Ažur Trading, d.o.o."
"IVANJI GRAD, NA ROBU VASI",Prodaja,Hiša,Samostojna,1992,1241.0,97.0,125000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
IVANJKOVCI,Prodaja,Hiša,Samostojna,2015,614.0,159.7,195000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o."
IVANJKOVCI,Prodaja,Poslovni prostor,Kombiniran prostor,1997,650.0,197.4,119500.0,"C-nep agencija, d.o.o."
IVANJKOVCI,Prodaja,Poslovni prostor,Gostinski lokal,1997,,1856.0,1490000.0,Mezanin nepremičnine d.o.o.
"IVANJKOVCI, ORMOŽ",Prodaja,Hiša,Samostojna,1800,965.0,86.3,29000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
"IVANJKOVCI, ŽVAB, MIRNA LOKAC., SONČNA LEGA",Prodaja,Hiša,Dvojček,1850,6161.0,112.3,19990.0,"INSA d.o.o., Europark Maribor"
"IVANJKOVCI, ŽVAB, SONČNA, MIRNA LEGA",Prodaja,Vikend,Bivalen,1850,6161.0,112.3,23999.0,"INSA d.o.o., Europark Maribor"
"IVANJŠEVSKI VRH, NA MIRNI SONČNI LOKACIJI",Prodaja,Hiša,Samostojna,1996,8300.0,102.0,109000.0,Zasebna ponudba
"IVANOVCI, LEPA LOKACIJA",Prodaja,Vikend,Zidan,1992,1335.0,36.6,34900.0,Dom M5 d.o.o.
IVENCA,Prodaja,Hiša,Samostojna,1929,1365.0,146.0,260000.0,Mezanin nepremičnine d.o.o.
IZLAKE,Prodaja,Poslovni prostor,Drugo,1995,,45.4,29000.0,"Boštjan Hudomalj s.p., PE Agenti nepremičnine Zasavje"
IZLAKE,Prodaja,Hiša,Samostojna,1885,3235.0,119.0,199000.0,Zasebna ponudba
"IZLAKE, CENTER",Prodaja,Poslovni prostor,Pisarna,2017,,75.0,105000.0,Zasebna ponudba
IZOLA,Prodaja,Poslovni prostor,Pisarna,2004,,19.8,79000.0,"Agencia d.o.o., PE Obala"
IZOLA,Prodaja,Stanovanje,dvosobno,1905,,32.1,120000.0,Hiša nepremičnine 1 d.o.o.
IZOLA,Prodaja,Stanovanje,enosobno,1990,,41.0,115000.0,"Nepremičnine Izola, d.o.o."
IZOLA,Prodaja,Hiša,Samostojna,2008,3249.0,42.0,170000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
IZOLA,Prodaja,Stanovanje,trisobno,2007,,61.0,150000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
IZOLA,Prodaja,Stanovanje,dvosobno,1964,90.0,65.0,170000.0,Zasebna ponudba
IZOLA,Prodaja,Stanovanje,trisobno,1870,,65.0,155000.0,Vila Portorož d.o.o.
IZOLA,Prodaja,Stanovanje,trisobno,1870,,65.0,155000.0,"Agencia d.o.o., PE Obala"
IZOLA,Prodaja,Stanovanje,dvosobno,1995,30.0,69.4,169900.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
IZOLA,Prodaja,Stanovanje,trisobno,1967,,71.5,150000.0,"Piran nepremičnine, Oglaševanje, Suzana Legen s.p."
IZOLA,Prodaja,Hiša,Vrstna,1920,25.0,80.0,229000.0,MKA nepremičnine d.o.o.
IZOLA,Prodaja,Stanovanje,trisobno,2009,,84.0,420000.0,"Stoja trade, d.o.o., Ljubljana"
IZOLA,Prodaja,Stanovanje,trisobno,2006,,84.05,420000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
IZOLA,Prodaja,Stanovanje,trisobno,2007,,84.6,420000.0,LJUBLJANA NEPREMIČNINE d.o.o.
IZOLA,Prodaja,Stanovanje,štirisobno,1995,,89.9,305729.0,Malis nepremičnine d.o.o.
IZOLA,Prodaja,Stanovanje,triinpolsobno,2008,,89.9,305729.48,Vila Portorož d.o.o.
IZOLA,Prodaja,Stanovanje,trisobno,2004,,90.0,155000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
IZOLA,Prodaja,Stanovanje,štiriinpolsobno,1968,,92.0,263000.0,Zasebna ponudba
IZOLA,Prodaja,Stanovanje,štirisobno,2005,,106.7,449000.0,Dodoma d.o.o.
IZOLA,Prodaja,Stanovanje,trisobno,2005,,107.0,280000.0,Zasebna ponudba
IZOLA,Prodaja,Stanovanje,štirisobno,2005,,111.5,397000.0,Vila Portorož d.o.o.
IZOLA,Prodaja,Stanovanje,štirisobno,2005,,111.5,380000.0,"Nepremičnine Izola, d.o.o."
IZOLA,Prodaja,Stanovanje,štiriinpolsobno,1900,,113.0,280000.0,Malis nepremičnine d.o.o.
IZOLA,Prodaja,Stanovanje,štirisobno,2005,,120.0,380000.0,Zasebna ponudba
IZOLA,Prodaja,Hiša,Drugo,1960,800.0,130.0,400000.0,Zasebna ponudba
IZOLA,Prodaja,Poslovni prostor,Gostinski lokal,1980,,141.0,160000.0,Urbanistika d.o.o.
IZOLA,Prodaja,Stanovanje,štiriinpolsobno,2008,,142.0,260000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
IZOLA,Prodaja,Stanovanje,štirisobno,1996,,144.0,280000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
IZOLA,Prodaja,Stanovanje,štirisobno,1996,,144.0,280000.0,"SolTerra, nepremičnine, d.o.o."
IZOLA,Prodaja,Stanovanje,štirisobno,1996,57.0,144.4,280000.0,Vila Portorož d.o.o.
IZOLA,Prodaja,Stanovanje,petsobno,1996,,144.4,280000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
IZOLA,Prodaja,Stanovanje,štirisobno,1996,,144.4,280000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
IZOLA,Prodaja,Stanovanje,štirisobno,2017,,153.6,285000.0,Fin dom d.o.o.
IZOLA,Prodaja,Hiša,Dvojček,1980,322.0,165.8,560000.0,Roni nepremičnine d.o.o.
IZOLA,Prodaja,Stanovanje,štiriinpolsobno,1940,117.0,183.0,263000.0,Malis nepremičnine d.o.o.
IZOLA,Prodaja,Stanovanje,petsobno,2010,,203.0,530000.0,"Agencia d.o.o., PE Obala"
IZOLA,Prodaja,Poslovni prostor,Kombiniran prostor,2003,170.0,360.0,230000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
IZOLA,Prodaja,Poslovni prostor,Kombiniran prostor,2006,496.0,566.0,990000.0,Urbanistika d.o.o.
IZOLA,Prodaja,Hiša,Samostojna,1968,634.0,589.0,950000.0,Rojal invest d.o.o.
IZOLA,Prodaja,Hiša,Samostojna,2014,680.0,625.8,1215000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
IZOLA,Prodaja,Poslovni prostor,Kombiniran prostor,2000,781.0,713.0,683200.0,Urbanistika d.o.o.
IZOLA,Prodaja,Počitniški objekt,Drugo,2003,3190.0,719.0,1720000.0,Urbanistika d.o.o.
IZOLA,Prodaja,Hiša,Samostojna,2008,680.0,745.0,1215000.0,Samrok nepremičnine d.o.o.
IZOLA,Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,,1345.0,1200000.0,Fin dom d.o.o.
IZOLA,Prodaja,Poslovni prostor,Večji poslovni kompleks,1970,54026.0,6963.0,6340000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
IZOLA,Prodaja,Počitniški objekt,Drugo,1960,42054.0,8669.0,9000000.0,"DUTB, d.d."
"IZOLA, 200M DO CENTRA IN MORJA",Prodaja,Stanovanje,dvosobno,1993,,35.8,129000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, 200M OD CENTRA IN MORJA",Prodaja,Stanovanje,enosobno,1993,,35.8,129000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, BLIZU MORJA",Prodaja,Stanovanje,trisobno,1870,,57.3,155000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
"IZOLA, BLIŽINA CENTRA",Prodaja,Stanovanje,trisobno,1988,,65.7,249000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, BLIŽINA RIVE",Prodaja,Stanovanje,dvosobno,1870,,65.0,155000.0,Studio 68 d.o.o.
"IZOLA, CANKARJEV DREVORED",Prodaja,Poslovni prostor,Prostor za storitve,1900,,15.5,56000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, CENTER",Prodaja,Stanovanje,dvosobno,1965,,35.8,138000.0,Zasebna ponudba
"IZOLA, CENTER",Prodaja,Stanovanje,dvoinpolsobno,1900,,39.0,119000.0,"Terra nepremičnine, Goran Raušević s.p."
"IZOLA, CENTER",Prodaja,Stanovanje,enosobno,1890,,41.0,120000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, CENTER",Prodaja,Hiša,Vrstna,1880,65.0,78.6,167000.0,Adria nepremičnine d.o.o.
"IZOLA, CENTER",Prodaja,Hiša,Vrstna,1880,,78.6,195000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, CENTER",Prodaja,Hiša,Vrstna,1938,,87.0,189000.0,"Svitan d.o.o., PE nepremičnine"
"IZOLA, CENTER",Prodaja,Hiša,Vrstna,1960,,87.6,215000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"IZOLA, CENTER",Prodaja,Stanovanje,petsobno,1900,,90.0,198000.0,"Agencia d.o.o., PE Obala"
"IZOLA, CENTER",Prodaja,Hiša,Samostojna,1969,811.0,108.0,390000.0,"OrNePo, Jana Rožaj s.p."
"IZOLA, CENTER",Prodaja,Hiša,Vrstna,1900,,108.0,180000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, CENTER",Prodaja,Poslovni prostor,Kombiniran prostor,2000,,120.0,1400.0,Veda nepremičnine d.o.o.
"IZOLA, CENTER",Prodaja,Hiša,Vrstna,1900,,125.0,195000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, CENTER",Prodaja,Hiša,Dvostanovanjska,1900,94.0,169.36,345000.0,"Agencia d.o.o., PE Obala"
"IZOLA, CENTER - ADAPTIRANO",Prodaja,Stanovanje,trisobno,1870,,65.0,155000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"IZOLA, CENTER IZOLE",Prodaja,Stanovanje,trisobno,1870,,57.3,155000.0,Dodoma d.o.o.
"IZOLA, CENTER, 300M OD MORJA",Prodaja,Stanovanje,enosobno,2016,,40.0,120000.0,Zasebna ponudba
"IZOLA, CENTER, BETONSKE PLOŠČE",Prodaja,Hiša,Vrstna,2004,,70.0,170000.0,"Nepremičnine Izola, d.o.o."
"IZOLA, CENTER, BETONSKE PLOŠČE",Prodaja,Stanovanje,štirisobno,1985,,80.7,219000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, CENTER, BLIŽINA PLAŽE",Prodaja,Stanovanje,štirisobno,1967,,80.7,219000.0,"Returnet, nepremičnine in poslovno svetovanje, Jana Klenar Aydin, s.p."
"IZOLA, CENTER, DOSTOP Z AVTOM",Prodaja,Hiša,Vrstna,1850,,74.4,210000.0,Dodoma d.o.o.
"IZOLA, CENTER, LASTEN VHOD, B&B",Prodaja,Stanovanje,trisobno,2017,,58.0,175000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, CENTER, OBNOVLJENA, B&B",Prodaja,Hiša,Vrstna,2017,,58.0,175000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, CENTER, UL. BOGOMIR MAGAJNE",Prodaja,Stanovanje,triinpolsobno,1975,,80.0,189500.0,"Gregorič - Istra, k.d."
"IZOLA, CENTER, ZNIŽANO",Prodaja,Stanovanje,dvosobno,1920,,59.0,129000.0,"1A nepremičnine, Ervin Bužan, s.p."
"IZOLA, CMI",Prodaja,Poslovni prostor,Večji poslovni kompleks,2011,531.0,673.0,1050000.0,"Mediteran nepremičnine, Jože Mamilovič s.p."
"IZOLA, DUPLEX, 50M OD MORJA",Prodaja,Stanovanje,trisobno,2012,,57.0,155000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, JAGODJE, 3 STAN, POGLED NA MORJE",Prodaja,Hiša,Samostojna,1982,554.0,320.0,720000.0,"Nepremičnine Izola, d.o.o."
"IZOLA, KORTE",Prodaja,Hiša,Vrstna,1900,1654.0,87.0,140000.0,"Focus nepremičnine, Eva Lukin s.p."
"IZOLA, KORTE NA ROBU VASI ZA PRENOVO",Prodaja,Hiša,Samostojna,1974,860.0,220.0,299000.0,"ADRIA STILL, nepremičnine, Marjan Velikonja s.p."
"IZOLA, KORTE, PROTI LUCIJI",Prodaja,Stanovanje,trisobno,2007,,132.0,230000.0,Obala nepremičnine d.o.o.
"IZOLA, LIVADE",Prodaja,Stanovanje,enosobno,1978,,39.3,120000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"IZOLA, LIVADE",Prodaja,Stanovanje,trisobno,1980,,62.0,165000.0,"Svitan d.o.o., PE nepremičnine"
"IZOLA, LIVADE",Prodaja,Stanovanje,trisobno,1978,,70.0,215000.0,"Studium nepremičnine Goran Aščić, s.p."
"IZOLA, LIVADE",Prodaja,Stanovanje,triinpolsobno,1978,,70.0,211000.0,Zasebna ponudba
"IZOLA, LIVADE",Prodaja,Stanovanje,triinpolsobno,1978,,70.0,219000.0,"Agencia d.o.o., PE Obala"
"IZOLA, LIVADE",Prodaja,Hiša,Vrstna,1965,161.0,71.2,229000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, LIVADE",Prodaja,Stanovanje,štirisobno,1980,,76.4,175000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, LIVADE",Prodaja,Stanovanje,triinpolsobno,2016,,77.5,268000.0,Zasebna ponudba
"IZOLA, LIVADE",Prodaja,Poslovni prostor,Kombiniran prostor,2018,,128.5,2200.0,"Nepremičnine Izola, d.o.o."
"IZOLA, LIVADE",Prodaja,Stanovanje,štirisobno,1996,,144.4,280000.0,Tanal d.o.o.
"IZOLA, LIVADE",Prodaja,Stanovanje,štirisobno,2018,,153.6,284160.0,Obala nepremičnine d.o.o.
"IZOLA, LIVADE",Prodaja,Hiša,Samostojna,1930,1140.0,514.8,870000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, LIVADE",Prodaja,Poslovni prostor,Prostor za storitve,1980,526.0,800.0,650000.0,Fesst nepremičnine d.o.o.
"IZOLA, LIVADE - NOVO",Prodaja,Stanovanje,štirisobno,2018,,124.0,2200.0,Marketing Galeb d.o.o.
"IZOLA, LIVADE POD VINOGRADI",Prodaja,Stanovanje,štirisobno,1988,,93.0,220000.0,Zasebna ponudba
"IZOLA, LIVADE, 2PARKIRNI MESTI, DVIGALO",Prodaja,Stanovanje,dvosobno,2016,,60.9,200000.0,Zasebna ponudba
"IZOLA, LIVADE, BLIŽINA UE",Prodaja,Stanovanje,garsonjera,1998,,35.2,135000.0,Obala nepremičnine d.o.o.
"IZOLA, LIVADE, PREŠERNOVA CESTA",Prodaja,Poslovni prostor,Gostinski lokal,1938,1231.0,263.6,560000.0,Obala nepremičnine d.o.o.
"IZOLA, LUKSUZNA VILA, BLIZU MORJA",Prodaja,Hiša,Samostojna,2005,705.0,216.0,1000000.0,PREMIER WE trgovina d.o.o.
"IZOLA, MALIJA",Prodaja,Hiša,Dvojček,1900,1981.0,100.0,300000.0,Lares nepremičninska družba d.o.o.
"IZOLA, MALIJA",Prodaja,Hiša,Dvojček,1900,763.0,150.0,245000.0,Malis nepremičnine d.o.o.
"IZOLA, MALIJA",Prodaja,Hiša,Dvojček,2002,287.0,167.9,330000.0,Obala nepremičnine d.o.o.
"IZOLA, MALIJA",Prodaja,Hiša,Samostojna,1989,1066.0,230.0,640000.0,Obala nepremičnine d.o.o.
"IZOLA, MARINA AMFORA",Prodaja,Poslovni prostor,Pisarna,2004,,20.0,78000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, MARINA, PONUDITE CENO",Prodaja,Poslovni prostor,Pisarna,2004,,21.0,89000.0,"1A nepremičnine, Ervin Bužan, s.p."
"IZOLA, MESTO",Prodaja,Stanovanje,dvoinpolsobno,1900,,53.0,195000.0,"Mediteran nepremičnine, Jože Mamilovič s.p."
"IZOLA, MESTO",Prodaja,Stanovanje,triinpolsobno,1892,,83.0,180000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, MESTO",Prodaja,Stanovanje,štirisobno,1900,,134.0,199000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, MESTO - 1. VRSTA OB MORJU",Prodaja,Stanovanje,dvosobno,1843,,42.8,189000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, MOROVA ULICA",Prodaja,Stanovanje,trisobno,2008,229.0,152.0,550000.0,"Nepremičnine Izola, d.o.o."
"IZOLA, NAZORJEVA 8",Prodaja,Stanovanje,dvosobno,1920,100.0,48.0,160000.0,Zasebna ponudba
"IZOLA, NAZORJEVA ULICA",Prodaja,Hiša,Dvostanovanjska,1920,100.0,48.0,160000.0,Zasebna ponudba
"IZOLA, NEPOSREDNA BLIŽINA CENTRA",Prodaja,Poslovni prostor,Gostinski lokal,1980,,98.7,155000.0,"Studium nepremičnine Goran Aščić, s.p."
"IZOLA, NOVEJŠA STAVBA S HITRIM DOSTOPOM",Prodaja,Poslovni prostor,Kombiniran prostor,2011,531.0,673.0,1100000.0,"ADRIA STILL, nepremičnine, Marjan Velikonja s.p."
"IZOLA, NOVEJŠI DEL CENTRA",Prodaja,Poslovni prostor,Prostor za storitve,1970,,119.0,1300.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, NOVO, POSL. PROSTOR, KLINIKA",Prodaja,Poslovni prostor,Prostor za storitve,2017,,128.0,340000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"IZOLA, OB PREŠERNOVI CESTI",Prodaja,Garaža,Parkirno mesto,2002,,13.0,7000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, OC LIVADE",Prodaja,Stanovanje,štirisobno,2017,,128.0,2200.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"IZOLA, OC LIVADE",Prodaja,Poslovni prostor,Prostor za storitve,2019,,128.0,2200.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, OC LIVADE",Prodaja,Stanovanje,štirisobno,2019,,128.0,2200.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, OC LIVADE",Prodaja,Stanovanje,štirisobno,2017,,153.6,285000.0,"Studium nepremičnine Goran Aščić, s.p."
"IZOLA, OC LIVADE",Prodaja,Hiša,Trojček,2014,70.0,180.0,449000.0,Zasebna ponudba
"IZOLA, OC LIVADE",Prodaja,Hiša,Trojček,2014,70.0,180.0,450000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, ODLIČNI LOKACIJI OB PARKU PINEA",Prodaja,Stanovanje,petsobno,2010,,203.1,530000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"IZOLA, OIC",Prodaja,Poslovni prostor,Prostor za storitve,1995,421.0,476.0,450000.0,"Ruj Nepremičnine, Jernej Suša, s.p."
"IZOLA, OKOLICA",Prodaja,Hiša,Vrstna,1900,138.0,95.0,64700.0,"Orizont, Gordana Kovač, s.p."
"IZOLA, OKOLICA, BREZ PROVIZIJE",Prodaja,Hiša,Dvostanovanjska,1915,380.0,220.0,240000.0,"Orizont, Gordana Kovač, s.p."
"IZOLA, STARI DEL MESTA",Prodaja,Stanovanje,enosobno,1890,,39.0,148000.0,ABA d.o.o.
"IZOLA, STRUNJAN",Prodaja,Hiša,Samostojna,1898,23760.0,163.0,450000.0,Urbanistika d.o.o.
"IZOLA, TOMAŽIČEVA ULICA 4A",Prodaja,Poslovni prostor,Prostor za storitve,2004,,44.9,105000.0,Banka Intesa Sanpaolo d.d.
"IZOLA, TPC LIVADE",Prodaja,Stanovanje,dvosobno,1999,,44.0,165000.0,Zasebna ponudba
"IZOLA, ULICA MIHAELA ŠKAPIN, 2",Prodaja,Stanovanje,enoinpolsobno,1987,,48.0,140000.0,Zasebna ponudba
"IZOLA, VELIKA TERASA",Prodaja,Stanovanje,trisobno,1892,,67.4,171000.0,"Orizont, Gordana Kovač, s.p."
"IZOLA, ZAČETEK KAJUHOVE ULICE",Prodaja,Stanovanje,štiriinpolsobno,1940,389.0,92.0,263000.0,"Nepremičnine Izola, d.o.o."
"IZOLA, ZLATA LOKACIJA",Prodaja,Stanovanje,petsobno,2010,,227.7,530000.0,Zasebna ponudba
"IZOLA, ZNIŽANO",Prodaja,Stanovanje,štirisobno,1996,71.0,144.4,280000.0,"1A nepremičnine, Ervin Bužan, s.p."
JABLANCE,Prodaja,Vikend,Zidan,1975,1268.0,50.0,27000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
"JABLANICA, BOŠTANJ",Prodaja,Hiša,Samostojna,1972,2967.0,104.0,25000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
"JABLANICA, ZAVINE",Prodaja,Vikend,Lesen,1950,1388.0,20.0,15000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
"JABLANICA, ZAVINE",Prodaja,Hiša,Samostojna,1900,,46.5,20000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
"JABLOVEC, VRH GRIČA",Prodaja,Hiša,Samostojna,1972,1806.0,137.2,78000.0,"M nepremičnine, Milena Jančič s.p."
JAGNJENICA,Prodaja,Hiša,Samostojna,1875,5065.0,83.0,65000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
JAGNJENICA,Prodaja,Hiša,Samostojna,1965,593.0,208.0,45000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
JAGNJENICA,Prodaja,Poslovni prostor,Kombiniran prostor,1998,963.0,524.63,140000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
JAGODJE,Prodaja,Stanovanje,dvosobno,1995,,52.0,170000.0,"Agencia d.o.o., PE Obala"
JAGODJE,Prodaja,Hiša,Samostojna,1920,2482.0,61.0,980000.0,Nepremičnine Lara d.o.o.
JAGODJE,Prodaja,Stanovanje,trisobno,1967,,72.0,220000.0,Zasebna ponudba
JAGODJE,Prodaja,Stanovanje,štirisobno,2008,,119.9,335000.0,"Port, d.o.o. Portorož"
JAGODJE,Prodaja,Stanovanje,štirisobno,2008,,119.9,315000.0,"Agencia d.o.o., PE Obala"
JAGODJE,Prodaja,Stanovanje,trisobno,1965,,170.3,550000.0,"Agencia d.o.o., PE Obala"
JAGODJE,Prodaja,Hiša,Samostojna,1963,,192.7,609000.0,"Agencia d.o.o., PE Obala"
JAGODJE,Prodaja,Hiša,Samostojna,1993,756.0,210.0,590000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
JAGODJE,Prodaja,Hiša,Samostojna,1976,682.0,250.0,600000.0,"Nepremičnine Izola, d.o.o."
JAGODJE,Prodaja,Hiša,Samostojna,1982,554.0,320.0,720000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
JAGODJE,Prodaja,Hiša,Samostojna,2013,1001.0,383.5,950000.0,Domodom d.o.o.
JAGODJE,Prodaja,Hiša,Samostojna,1985,611.0,426.0,790000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
JAGODJE,Prodaja,Hiša,Samostojna,1975,1510.0,643.0,1690000.0,Tanal d.o.o.
"JAGODJE, 100 M OD MORJA",Prodaja,Stanovanje,dvosobno,1995,,66.0,195000.0,"Orizont, Gordana Kovač, s.p."
"JAGODJE, JUŻNA CESTA 98",Prodaja,Garaža,Parkirno mesto,2010,,15.0,9800.0,Zasebna ponudba
"JAGODJE, JUŽNA CESTA",Prodaja,Garaža,Parkirno mesto,2009,,15.0,10500.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
