ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija,regija 
RADEČE,Prodaja,Hiša,Samostojna,1977,402.0,200.0,185000.0,"Oridom nepremičnine, Ivan Orešnik s.p.",savinjska
RADEČE,Prodaja,Poslovni prostor,Prostor za storitve,1935,303.0,326.0,100000.0,"Oridom nepremičnine, Ivan Orešnik s.p.",savinjska
RADEČE,Prodaja,Poslovni prostor,Kombiniran prostor,1930,,498.2,315000.0,"Oridom nepremičnine, Ivan Orešnik s.p.",savinjska
"RADEČE, CENTER",Prodaja,Hiša,Samostojna,1974,521.0,490.0,107500.0,Zasebna ponudba,savinjska
"RADEČE, OBREŽJE",Prodaja,Hiša,Samostojna,1982,1558.0,150.0,60000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
"RADEČE, POT NA BROD",Prodaja,Hiša,Samostojna,1940,1628.0,150.0,45000.0,"Abstract nepremičnine, Igor Kerin s.p.",savinjska
"RADEČE, STAROGRAJSKA ULICA 42",Prodaja,Hiša,Samostojna,1950,75.0,145.0,40000.0,Zasebna ponudba,savinjska
"RADEČE, ULICA MARJANA NEMCA 6",Prodaja,Hiša,Samostojna,1978,402.0,205.0,186000.0,Zasebna ponudba,savinjska
RADEGUNDA,Prodaja,Stanovanje,enoinpolsobno,2010,1.0,44.0,170500.0,"Stoja trade, d.o.o., Ljubljana",savinjska
RADEGUNDA,Prodaja,Stanovanje,dvosobno,2010,1.0,44.0,170500.0,"Stoja trade, d.o.o., Ljubljana",savinjska
RADEGUNDA,Prodaja,Stanovanje,dvosobno,2010,1.0,61.0,236375.0,"Stoja trade, d.o.o., Ljubljana",savinjska
RADOBLJE,Prodaja,Vikend,Bivalen,1998,3058.0,50.0,42000.0,"Real-fin posredovanje z nepremičninami d.o.o., PE Celje",savinjska
"RAJNKOVEC, HUM NA SUTLI, PRIŠLIN, HRVAŠKA",Prodaja,Hiša,Samostojna,1988,2837.0,150.0,60000.0,Zasebna ponudba,savinjska
RAKITOVEC,Prodaja,Poslovni prostor,Večji poslovni kompleks,1990,5354.0,1166.0,550000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
RATANSKA VAS,Prodaja,Stanovanje,enoinpolsobno,1978,,42.0,63000.0,Zasebna ponudba,savinjska
RATANSKA VAS,Prodaja,Hiša,Samostojna,2009,720.0,298.0,467000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.,savinjska
RAVNE,Prodaja,Stanovanje,trisobno,1915,,60.7,55722.6,Bremis d.o.o.,savinjska
RAVNE,Prodaja,Stanovanje,dvosobno,1915,,61.5,56457.0,Bremis d.o.o.,savinjska
RAVNE,Prodaja,Stanovanje,štirisobno,1915,,88.2,76469.4,Bremis d.o.o.,savinjska
RAVNO,Prodaja,Hiša,Samostojna,1956,3069.0,60.0,30000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
REČICA OB PAKI,Prodaja,Hiša,Samostojna,1986,778.0,264.0,129000.0,Agencija Nera d.o.o.,savinjska
REČICA OB PAKI,Prodaja,Hiša,Samostojna,1986,778.0,264.0,149000.0,Fesst nepremičnine d.o.o.,savinjska
REČICA OB SAVINJI,Prodaja,Vikend,Lesen,1979,1219.0,16.0,39000.0,"Janko nepremičnine, Ema Janko s.p.",savinjska
REČICA OB SAVINJI,Prodaja,Hiša,Samostojna,1800,327.0,270.9,100000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
REČICA OB SAVINJI,Prodaja,Hiša,Samostojna,1980,697.0,418.09,190000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"REČICA OB SAVINJI, CENTER",Prodaja,Hiša,Samostojna,1967,1245.0,79.0,89000.0,"Janko nepremičnine, Ema Janko s.p.",savinjska
RESNIK,Prodaja,Hiša,Dvojček,1985,196.0,85.0,120000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
RIFENGOZD,Prodaja,Posest,Kmetijsko zemljišče,2019,,96737.0,0.8,"Agenti Celje, AŽ&MB Nerad d.o.o.",savinjska
RIFNIK,Prodaja,Hiša,Samostojna,1988,681.0,257.9,159000.0,"Real-fin posredovanje z nepremičninami d.o.o., PE Celje",savinjska
RIMSKE TOPLICE,Prodaja,Hiša,Samostojna,1930,7362.0,80.0,60000.0,Bremis d.o.o.,savinjska
RIMSKE TOPLICE,Prodaja,Stanovanje,trisobno,1978,,84.8,79000.0,Zasebna ponudba,savinjska
RIMSKE TOPLICE,Prodaja,Hiša,Samostojna,2007,147520.0,101.0,300000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
RIMSKE TOPLICE,Prodaja,Hiša,Dvojček,1957,260.0,160.0,72000.0,"KP, Posredovanje nepremičnin, Karmen Podmenik s.p.",savinjska
RIMSKE TOPLICE,Prodaja,Hiša,Samostojna,1974,2454.0,247.4,150000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
RIMSKE TOPLICE,Prodaja,Hiša,Samostojna,1965,125000.0,325.0,1000000.0,Zasebna ponudba,savinjska
"RIMSKE TOPLICE, NEPOSREDNJA BLIZINA RIMSKIH TERM",Prodaja,Hiša,Samostojna,1980,2000.0,410.0,270000.0,Zasebna ponudba,savinjska
"RIMSKE TOPLICE, V BLIŽINI RIMSKIH TERM",Prodaja,Hiša,Samostojna,1957,4856.0,369.0,490000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"RIMSKE TOPLICE, V BLIŽINI RIMSKIH TERM",Prodaja,Poslovni prostor,Drugo,1957,4856.0,369.0,490000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"RIMSKE TOPLICE, ZDRAVILIŠKA CESTA",Prodaja,Hiša,Samostojna,1968,361.0,193.0,85000.0,Agencija Nera d.o.o.,savinjska
RJAVICA,Prodaja,Hiša,Samostojna,1990,8040.0,140.0,150000.0,Euromark-a d.o.o.,savinjska
RJAVICA,Prodaja,Hiša,Samostojna,1970,2887.0,837.7,89000.0,"C-nep agencija, d.o.o.",savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Prostor za storitve,1994,,32.6,850.0,Zasebna ponudba,savinjska
ROGAŠKA SLATINA,Prodaja,Stanovanje,enosobno,1949,,38.2,75000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.,savinjska
ROGAŠKA SLATINA,Prodaja,Stanovanje,enosobno,1982,,48.6,85000.0,"STANART d.o.o., PE LJUBLJANA",savinjska
ROGAŠKA SLATINA,Prodaja,Stanovanje,enosobno,1949,,53.3,100000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.,savinjska
ROGAŠKA SLATINA,Prodaja,Stanovanje,enosobno,1949,,53.3,100000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.,savinjska
ROGAŠKA SLATINA,Prodaja,Počitniški objekt,Apartma,2019,1443.0,66.35,155000.0,Rocco nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Gostinski lokal,1994,,86.0,144000.0,Bajtiga poslovanje z nepremičninami d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1976,930.0,102.0,98000.0,"STAN nepremičnine d.o.o., Ljubljana",savinjska
ROGAŠKA SLATINA,Prodaja,Stanovanje,enosobno,1978,,118.4,65000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p.",savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,2017,571.0,152.81,180000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal",savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1983,1081.0,156.0,96900.0,"TINKER, nepremičnine in arhitektura, Nina Luganič s.p.",savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,2015,363.0,174.5,110595.0,Roni nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,2015,346.0,174.5,114975.0,Roni nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Dvostanovanjska,1975,1585.0,192.0,140000.0,Teps PNM d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1975,660.0,229.0,115000.0,"C-nep agencija, d.o.o.",savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1978,1012.0,243.2,195000.0,Roni nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1980,930.0,252.0,120000.0,Euromark-a d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1999,990.0,257.0,260000.0,Roni nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,1960,1010.0,322.0,140000.0,Zoro d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Vrstna,1976,1050.0,380.0,330000.0,Zasebna ponudba,savinjska
ROGAŠKA SLATINA,Prodaja,Hiša,Samostojna,2008,1233.0,410.0,580000.0,DOM REAL d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Neživilska trgovina,1995,709.0,628.0,450000.0,Agencija i3 d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Večji poslovni kompleks,1806,,706.0,890000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Večji poslovni kompleks,1806,756.0,706.0,890000.0,MPTRG d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Gostinski lokal,1930,1331.0,800.0,850000.0,Agencija i3 d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Gostinski lokal,1974,25000.0,845.0,870000.0,Roni nepremičnine d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Počitniški objekt,Drugo,1908,6281.0,1600.0,2700000.0,RCN d.o.o.,savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Kombiniran prostor,1980,2567.0,1820.0,299000.0,"DUTB, d.d.",savinjska
ROGAŠKA SLATINA,Prodaja,Poslovni prostor,Drugo,1939,3896.0,3149.0,4500000.0,Roni nepremičnine d.o.o.,savinjska
"ROGAŠKA SLATINA, 200M OD CENTRA MESTA",Prodaja,Stanovanje,dvosobno,1998,2000.0,50.0,64000.0,Zasebna ponudba,savinjska
"ROGAŠKA SLATINA, BLIZU HOTELA SAVA",Prodaja,Hiša,Samostojna,1980,500.0,90.0,90000.0,Teps PNM d.o.o.,savinjska
"ROGAŠKA SLATINA, BOČ",Prodaja,Hiša,Samostojna,2017,35000.0,252.0,150000.0,Teps PNM d.o.o.,savinjska
"ROGAŠKA SLATINA, CELJSKA SESTA, HOTEL TRST",Prodaja,Počitniški objekt,Drugo,1908,6281.0,826.0,2900000.0,Agencija Vitraž d.o.o.,savinjska
"ROGAŠKA SLATINA, CENTER",Prodaja,Stanovanje,trisobno,2019,1443.0,77.4,178000.0,Rocco nepremičnine d.o.o.,savinjska
"ROGAŠKA SLATINA, CENTER",Prodaja,Stanovanje,petsobno,2019,1443.0,148.1,330000.0,Rocco nepremičnine d.o.o.,savinjska
"ROGAŠKA SLATINA, CENTER",Prodaja,Poslovni prostor,Prostor za storitve,1997,200.0,587.0,700.0,Teps PNM d.o.o.,savinjska
"ROGAŠKA SLATINA, CENTER ROGAŠKE SLATINE",Prodaja,Stanovanje,garsonjera,1949,,29.4,71000.0,Posredovanje z nepremičninami in turizem Nigora Jakša s.p.,savinjska
"ROGAŠKA SLATINA, CEROVEC POD BOČEM",Prodaja,Hiša,Dvostanovanjska,2006,1203.0,96.0,139000.0,Teps PNM d.o.o.,savinjska
"ROGAŠKA SLATINA, CESTE",Prodaja,Hiša,Samostojna,1976,27884.0,119.0,85000.0,Zoro d.o.o.,savinjska
"ROGAŠKA SLATINA, KRTINCE",Prodaja,Vikend,Bivalen,1998,17012.0,60.0,60000.0,Teps PNM d.o.o.,savinjska
"ROGAŠKA SLATINA, MALE RODNE",Prodaja,Hiša,Samostojna,1980,6233.0,200.0,65000.0,Zasebna ponudba,savinjska
"ROGAŠKA SLATINA, MESTNI PARK",Prodaja,Počitniški objekt,Apartma,2019,1443.0,64.55,152000.0,Rocco nepremičnine d.o.o.,savinjska
"ROGAŠKA SLATINA, MESTNI PARK",Prodaja,Stanovanje,trisobno,2019,1443.0,121.2,295000.0,Rocco nepremičnine d.o.o.,savinjska
"ROGAŠKA SLATINA, MIRNA LOKACIJA",Prodaja,Hiša,Samostojna,1978,903.0,243.3,195000.0,"INBA, nepremičninska družba, d.o.o.",savinjska
"ROGAŠKA SLATINA, NESPOREDNA BLIŽINA CENTRA MESTA",Prodaja,Stanovanje,dvosobno,1998,2000.0,70.0,79000.0,Zasebna ponudba,savinjska
"ROGAŠKA SLATINA, PREŠERNOVA ULICA",Prodaja,Hiša,Samostojna,1979,923.0,240.0,262000.0,INTERTIK INVEST d.o.o.,savinjska
"ROGAŠKA SLATINA, PRVOMAJSKA ULICA 41",Prodaja,Poslovni prostor,Kombiniran prostor,1997,,1137.0,700.0,S-Invest d.o.o.,savinjska
"ROGAŠKA SLATINA, PRVOMAJSKA ULICA 41",Prodaja,Poslovni prostor,Kombiniran prostor,1997,,1445.0,850.0,S-Invest d.o.o.,savinjska
"ROGAŠKA SLATINA, ROGATEC",Prodaja,Poslovni prostor,Gostinski lokal,2005,,73.5,349000.0,Afirmacija d.o.o.,savinjska
"ROGAŠKA SLATINA, ROGATEC",Prodaja,Poslovni prostor,Prostor za storitve,2005,,500.0,499000.0,Afirmacija d.o.o.,savinjska
"ROGAŠKA SLATINA, ROGATEC",Prodaja,Poslovni prostor,Večji poslovni kompleks,2005,1113.0,926.7,1399000.0,Afirmacija d.o.o.,savinjska
"ROGAŠKA SLATINA, V CENTRU ROGAŠKE DIREKTNO PARK",Prodaja,Stanovanje,dvoinpolsobno,2007,,56.7,139900.0,Zasebna ponudba,savinjska
ROGATEC,Prodaja,Hiša,Samostojna,1968,594.0,85.0,68000.0,Zasebna ponudba,savinjska
ROGATEC,Prodaja,Posest,Kmetija,1972,24512.0,729.0,250000.0,DOM REAL d.o.o.,savinjska
ROGATEC,Prodaja,Poslovni prostor,Kombiniran prostor,1972,,894.6,445000.0,Anepremičnine d.o.o.,savinjska
"ROGATEC, CENTER",Prodaja,Hiša,Samostojna,1860,131.0,107.0,40000.0,Zasebna ponudba,savinjska
"ROGATEC, CENTER",Prodaja,Hiša,Samostojna,1900,1190.0,231.0,129000.0,Teps PNM d.o.o.,savinjska
"ROGATEC, DONAČKA GORA",Prodaja,Vikend,Bivalen,1985,212.0,48.0,25000.0,Teps PNM d.o.o.,savinjska
ROGINSKA GORCA,Prodaja,Hiša,Samostojna,2010,2800.0,150.0,89000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,1989,,21.0,62000.0,Zasebna ponudba,savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,1988,,21.0,59000.0,LJUBLJANA NEPREMIČNINE d.o.o.,savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,1980,,24.0,54000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,1980,,24.0,54000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,1980,300.0,40.0,68000.0,Zasebna ponudba,savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,1984,,42.0,137500.0,Zasebna ponudba,savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,2008,,51.0,130000.0,Bajtiga poslovanje z nepremičninami d.o.o.,savinjska
ROGLA,Prodaja,Vikend,Zidan,2000,68.0,52.0,110000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,2003,,64.0,2000.0,"Agenti nepremičninsko posredovanje, d.o.o.",savinjska
ROGLA,Prodaja,Počitniški objekt,Apartma,2004,,72.0,107600.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
ROGLA,Prodaja,Stanovanje,Apartma,1984,,84.0,235000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
ROGLA,Prodaja,Stanovanje,trisobno,1984,,84.0,245000.0,Zasebna ponudba,savinjska
ROGLA,Prodaja,Hiša,Samostojna,2007,283.0,115.0,157000.0,ABC nepremičnine d.o.o.,savinjska
ROGLA,Prodaja,Hiša,Samostojna,1965,19898.0,2000.0,145000.0,"Komfort skupina d.o.o., nepremičnine",savinjska
"ROGLA, HUDINJA",Prodaja,Počitniški objekt,Apartma,2004,,64.0,72000.0,Zasebna ponudba,savinjska
"ROGLA, POD HOTELOM PLANJA",Prodaja,Vikend,Zidan,1979,,27.0,68000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"ROGLA, RESNIK POD ROGLO",Prodaja,Vikend,Zidan,1985,196.0,85.0,120000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
"ROŽNI VRH, 10, ŠMARTNO V RD",Prodaja,Hiša,Samostojna,2009,30000.0,138.0,85000.0,Zasebna ponudba,savinjska
SEDRAŽ,Prodaja,Hiša,Samostojna,1982,920.0,121.8,95000.0,"Boštjan Hudomalj s.p., PE Agenti nepremičnine Zasavje",savinjska
"SEDRAŽ, 8 KM DO LAŠKEGA, 19 CELJA",Prodaja,Hiša,Samostojna,1907,25688.0,188.0,197000.0,JA Invest 888 d.o.o.,savinjska
SELA,Prodaja,Vikend,Zidan,2016,1574.0,32.7,49500.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
SKORNO PRI ŠOŠTANJU,Prodaja,Vikend,Lesen,2010,,1121.0,14000.0,Zasebna ponudba,savinjska
"SKORNO PRI ŠOŠTANJU, 13",Prodaja,Hiša,Samostojna,1891,45926.0,126.0,99000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
SLADKA GORA,Prodaja,Vikend,Zidan,1975,5155.0,64.8,30000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p.",savinjska
"SLADKA GORA, ŠMARJE PRI JELŠAH, ŠENTJUR",Prodaja,Vikend,Zidan,1900,80618.0,54.0,72000.0,"Biro nepremičnin, Darko Fir s.p.",savinjska
"SLADKA GORA, ŠMARJE PRI JELŠAH, ŠENTJUR",Prodaja,Hiša,Samostojna,1900,80618.0,126.0,72000.0,"Biro nepremičnin, Darko Fir s.p.",savinjska
SLATINA V ROŽNI DOLINI,Prodaja,Hiša,Samostojna,1989,3458.0,134.0,195000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
SLATINA V ROŽNI DOLINI,Prodaja,Hiša,Samostojna,1975,4725.0,140.0,109000.0,Zasebna ponudba,savinjska
SLATINA V ROŽNI DOLINI,Prodaja,Hiša,Samostojna,1975,4725.0,141.0,108000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
"SLATINA V ROŽNI DOLINI, ŠMARTINSKO JEZERO",Prodaja,Hiša,Samostojna,1990,3458.0,135.0,195000.0,Zasebna ponudba,savinjska
SLIVNICA PRI CELJU,Prodaja,Hiša,Samostojna,1930,1985.0,83.4,33000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
SLOVENSKE KONJICE,Prodaja,Stanovanje,dvoinpolsobno,1977,,59.2,82000.0,"Agenti nepremičninsko posredovanje, d.o.o.",savinjska
SLOVENSKE KONJICE,Prodaja,Stanovanje,trisobno,2003,,103.0,115000.0,GEOSTAN Katja Leskovar s.p.,savinjska
SLOVENSKE KONJICE,Prodaja,Poslovni prostor,Gostinski lokal,1821,,105.0,120000.0,"Agenti nepremičninsko posredovanje, d.o.o.",savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,1975,5156.0,141.0,99900.0,Zoro d.o.o.,savinjska
SLOVENSKE KONJICE,Prodaja,Vikend,Bivalen,1975,4208.0,155.0,59990.0,"Mojca nepremičnine, Galea Mojca Žižek s.p.",savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,1975,4208.0,155.0,59990.0,"Mojca nepremičnine, Galea Mojca Žižek s.p.",savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,1970,593.0,155.0,250000.0,GEOSTAN Katja Leskovar s.p.,savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,2003,1439.0,176.0,298000.0,"Agenti nepremičninsko posredovanje, d.o.o.",savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,1974,704.0,216.0,133000.0,MPTRG d.o.o.,savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,2002,595.0,235.0,157000.0,Zoro d.o.o.,savinjska
SLOVENSKE KONJICE,Prodaja,Poslovni prostor,Delavnica,1907,509.0,260.0,75000.0,Zoro d.o.o.,savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Dvostanovanjska,1980,1048.0,271.5,149500.0,GEOSTAN Katja Leskovar s.p.,savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Samostojna,1999,3650.0,660.8,790000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o.",savinjska
SLOVENSKE KONJICE,Prodaja,Hiša,Drugo,1890,2798.0,851.0,850000.0,"DUTB, d.d.",savinjska
"SLOVENSKE KONJICE, CENTER",Prodaja,Hiša,Samostojna,2003,1439.0,176.0,298000.0,FIN nepremičninsko posredovanje Robert Fekonja s.p.,savinjska
"SLOVENSKE KONJICE, INDUSTRIJSKA CONA",Prodaja,Poslovni prostor,Večji poslovni kompleks,1990,1600.0,1000.0,890000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"SLOVENSKE KONJICE, LIPTOVSKA",Prodaja,Poslovni prostor,Prostor za storitve,1991,,60.9,52000.0,"Zavarovalnica Triglav, d.d.",savinjska
"SLOVENSKE KONJICE, LIPTOVSKA",Prodaja,Poslovni prostor,Pisarna,1991,,60.9,52000.0,"Zavarovalnica Triglav, d.d.",savinjska
"SLOVENSKE KONJICE, LIPTOVSKA",Prodaja,Poslovni prostor,Neživilska trgovina,1991,,60.9,52000.0,"Zavarovalnica Triglav, d.d.",savinjska
"SLOVENSKE KONJICE, SLO. - CENTER",Prodaja,Poslovni prostor,Gostinski lokal,1995,185.0,234.0,270000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"SLOVENSKE KONJICE, STARE SLEMENE",Prodaja,Vikend,Bivalen,1988,2082.0,103.0,55000.0,"Nepremičnine - Vila, d.o.o.",savinjska
"SLOVENSKE KONJICE, STARI TRG",Prodaja,Poslovni prostor,Pisarna,1992,,16.84,18000.0,Zasebna ponudba,savinjska
"SLOVENSKE KONJICE, TATTENBACHOVA ULICA",Prodaja,Hiša,Dvojček,2002,2032.0,227.3,180000.0,Zoro d.o.o.,savinjska
"SLOVENSKE KONJICE, TOLSTI VRH",Prodaja,Vikend,Zidan,1986,3990.0,114.0,25000.0,Zoro d.o.o.,savinjska
"SLOVENSKE KONJICE, ULICA TONETA MELIVE",Prodaja,Stanovanje,štirisobno,2000,,80.0,110000.0,Zasebna ponudba,savinjska
"SLOVENSKE KONJICE, VILA IZ 17. STOLETJA - CENTER MESTA",Prodaja,Hiša,Samostojna,1700,593.0,154.8,249900.0,"Real-fin posredovanje z nepremičninami d.o.o., PE Celje",savinjska
SODNA VAS,Prodaja,Hiša,Samostojna,1900,6335.0,115.0,48000.0,APOLONIJ nepremičnine d.o.o.,savinjska
SODNA VAS,Prodaja,Hiša,Samostojna,1957,1000.0,200.0,49000.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",savinjska
SODNA VAS,Prodaja,Posest,Zazidljiva,1925,,2500.0,35000.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",savinjska
SOLČAVA,Prodaja,Hiša,Dvojček,2012,260.0,123.8,145000.0,MPTRG d.o.o.,savinjska
SPODNJA REČICA,Prodaja,Hiša,Dvostanovanjska,1956,867.0,300.0,150000.0,MEZANIN PRO nepremičnine d.o.o.,savinjska
SPODNJA REČICA,Prodaja,Hiša,Samostojna,1954,1403.0,402.5,219000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
SPODNJA REČICA,Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,2538.0,1591.0,170000.0,"Janko nepremičnine, Ema Janko s.p.",savinjska
"SPODNJA REČICA, 81",Prodaja,Poslovni prostor,Kombiniran prostor,1954,1403.0,402.5,219000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium",savinjska
"SPODNJA REČICA, LAŠKO",Prodaja,Hiša,Vrstna,1951,236.0,113.0,98000.0,Agencija Nera d.o.o.,savinjska
SPODNJE KRAŠE,Prodaja,Hiša,Samostojna,1983,788.0,192.0,85000.0,"Podjetniško in poslovno svetovanje, Matej Kranjc s.p.",savinjska
SPODNJE PRELOGE,Prodaja,Stanovanje,enosobno,2019,50.0,35.5,73225.0,"Nepremičnine - Vila, d.o.o.",savinjska
SPODNJE PRELOGE,Prodaja,Stanovanje,trisobno,2019,52.0,84.3,149455.0,"Nepremičnine - Vila, d.o.o.",savinjska
SPODNJE PRELOGE,Prodaja,Hiša,Samostojna,1987,1505.0,337.8,125000.0,GEOSTAN Katja Leskovar s.p.,savinjska
"SPODNJE PRELOGE, 11B",Prodaja,Hiša,Samostojna,1983,765.0,250.0,160000.0,Zasebna ponudba,savinjska
SPODNJE SEČOVO,Prodaja,Hiša,Samostojna,1993,1453.0,71.0,43000.0,Zasebna ponudba,savinjska
SPODNJE TINSKO,Prodaja,Vikend,Bivalen,1984,800.0,84.0,55000.0,Zasebna ponudba,savinjska
SPODNJE TINSKO,Prodaja,Hiša,Samostojna,1985,973.0,84.0,55000.0,Zasebna ponudba,savinjska
SPODNJI DOLIČ,Prodaja,Vikend,Lesen,1950,2830.0,36.0,12000.0,Zasebna ponudba,savinjska
STARI DVOR,Prodaja,Posest,Kmetija,1930,70124.0,196.0,195000.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",savinjska
STARI DVOR,Prodaja,Hiša,Samostojna,1930,70124.0,196.0,195000.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",savinjska
STARI DVOR,Prodaja,Hiša,Samostojna,1930,1624.0,196.0,145000.0,"Agenti Celje, AŽ&MB Nerad d.o.o.",savinjska
"STRANICE, ČRETVEŽ",Prodaja,Hiša,Drugo,1985,19811.0,387.0,270000.0,Zoro d.o.o.,savinjska
STRMCA,Prodaja,Vikend,Zidan,2010,2122.0,27.0,19000.0,"Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o.",savinjska
STRMCA,Prodaja,Hiša,Samostojna,1997,1187.0,230.0,350000.0,Bajtiga poslovanje z nepremičninami d.o.o.,savinjska
STRMEC PRI SV. FLORIJANU,Prodaja,Poslovni prostor,Gostinski lokal,2005,29886.0,609.0,539000.0,Atrium nepremičnine d.o.o.,savinjska
STUDENCE,Prodaja,Vikend,Zidan,1978,667.0,45.0,56500.0,Borza nepremičnin d.o.o.,savinjska
STUDENCE,Prodaja,Hiša,Samostojna,1957,3300.0,200.0,35000.0,Zasebna ponudba,savinjska
STUDENCE,Prodaja,Hiša,Samostojna,2009,1016.0,242.0,149000.0,HABIT d.o.o.,savinjska
